package_name,label,timestamp,reflection_invoke_count,dex_class_loader_count,runtime_exec_count,dynamic_class_load_count,getPackageInfo_count,sendTextMessage_count,getDeviceId_count,getSubscriberId_count,cipher_init_count,cipher_aes_count,cipher_des_count,secret_key_gen_count,base64_encode_count,system_exit_attempt,debugger_check_count,emulator_check_count,root_check_count,sleep_call_count,stack_trace_inspect_count,secure_random_count,verify_attempt_count,string_decrypt_count,native_lib_load_count,implicit_intent_count,startActivity_count,sendBroadcast_count,bindService_count,content_resolver_query_count,content_resolver_insert_count,file_write_count,file_read_sensitive_count,shared_prefs_write_count,openFileOutput_count,deleteFile_count,getExternalStorageDirectory_count,socket_create_count,url_connection_count,ssl_bypass_attempt,dns_lookup_count,setRequestProperty_count,alarm_manager_set_count,job_scheduler_count,register_receiver_count,requestPermission_count,setComponentEnabled_count,thread_create_count,process_list_query_count,memory_alloc_large_count,class_loader_parent_count,native_method_register_count,accessibility_query_count,overlay_window_count,clipboard_read_count,clipboard_write_count,network_score,anti_analysis_score,persistence_score,stealth_score,exfil_score,privilege_score,surveillance_score,dynamic_exec_score,crypto_to_network_ratio,write_to_read_ratio,anti_to_total_ratio,reflection_to_exec_ratio,network_to_activity_ratio,has_crypto_and_network,has_exfil_pattern,has_evasion_pattern,has_persistence_pattern,has_privilege_escalation,has_sms_exfil,has_full_spy_pattern,network_score_per_sec,anti_analysis_score_per_sec,stealth_score_per_sec,dynamic_exec_score_per_sec,reflection_rate,network_events_rate,file_write_rate,crypto_rate,anti_analysis_rate,dynamic_load_rate,log1p_reflection_invoke,log1p_dns_lookup,log1p_shared_prefs_write,log1p_file_read_sensitive,log1p_stack_trace_inspect,log1p_file_write,first_network_ms,first_crypto_ms,first_anti_analysis_ms,first_file_write_ms,first_reflection_ms,first_exec_ms,first_sms_ms,first_dynamic_load_ms,burst_peak_count,session_duration_ms,early_network_flag,early_anti_analysis_flag,crypto_before_network,rapid_burst_flag,early_exec_flag,early_file_write_flag,early_crypto_flag,delta_exec_after_reflection,delta_network_after_file,delta_network_after_crypto,delta_reflection_after_dex,session_anomaly_flag,seq_reflect_before_exec,seq_crypto_before_network,seq_root_check_before_exit,seq_dex_then_reflect,seq_anti_before_payload,seq_file_then_network,seq_contact_then_sms,seq_triple_chain_count,seq_max_chain_length,seq_alternating_crypto_net,seq_reflect_exec_count,seq_dex_reflect_count,seq_file_network_count,seq_crypto_network_count,seq_anti_exec_count,seq_first_reflect_exec_ms,seq_first_dex_reflect_ms,seq_first_file_network_ms,seq_first_crypto_network_ms,seq_first_anti_exec_ms,seq_surveil_before_network,seq_persist_before_exec,seq_clipboard_before_network,seq_overlay_before_network,seq_surveil_network_count,seq_clipboard_network_count,seq_first_surveil_network_ms,seq_first_clipboard_network_ms
kr.lighthouse.RingToneChange4,benign,2026-03-18 09:47:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.1429,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,3,46935,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.zagrck.PFhellokitty,benign,2026-03-18 09:47:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0083,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,116,46220,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
bupt.dwt,benign,2026-03-18 09:48:02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0355,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,2821,126,28188,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.codaya.hami9.flashlight,benign,2026-03-18 09:48:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0035,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,175,46975,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.wddonline.myParkDorneyPark,benign,2026-03-18 09:48:36,31,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,46,0,0,0,31,0.0,0.0,0.0,31.0,0.0,0,0,0,0,0,0,0,0.0,0.0,3.6453,2.4566,2.4566,0.0,0.0,0.0,0.0,1.1887,3.4657,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,277,-1,-1,246,401,12619,0,0,0,1,0,0,0,-1,-1,-1,31,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.fet.eBookTown,benign,2026-03-18 09:48:44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,1,1,0,2,1,0,4,1,0.0,0.0,0.0049,1.0,1.0,0,0,1,0,0,0,0,0.0354,0.0354,0.0709,0.0354,0.0354,0.0354,0.0,0.0,0.0,0.0354,0.6931,0.0,0.0,0.0,0.0,0.0,1815,-1,-1,-1,1814,-1,-1,4308,205,28213,1,0,0,1,0,0,0,-1,-1,-1,-2494,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.JoneyZNinjaCatFlySky3,benign,2026-03-18 09:49:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,139,28188,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
morefunTokyo.TokyoTrainTweets,benign,2026-03-18 09:49:22,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,2,0,0,0,0,0.0,0.0,0.0833,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0426,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,350,-1,-1,-1,-1,333,24,46949,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
net.endoftime.android.forumrunner.wlsurgery,benign,2026-03-18 09:49:48,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,273,0,0,0,1,2,5,4,1,0,1,2,0.0,0.0,0.0068,2.0,1.0,0,0,1,0,0,0,0,0.0791,0.1582,0.3164,0.1582,0.1582,0.0791,0.0,0.0,0.0,0.1582,1.0986,0.0,1.0986,0.0,0.6931,0.0,1653,-1,-1,-1,927,-1,-1,792,296,12643,1,0,0,1,0,0,0,-1,-1,-1,135,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.swisscom.openairbuddy.gurten,benign,2026-03-18 09:49:56,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,26,0,0,0,0,2,0,2,0,0,1,2,0.0,0.0,0.0526,1.0,0.0,0,0,1,0,0,0,0,0.0,0.0426,0.0426,0.0426,0.0213,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.6931,0.0,0.0,0.0,-1,-1,1217,-1,1160,-1,-1,-1,38,46894,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.gekikari.gekikariandroidfree,benign,2026-03-18 09:50:42,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,132,0,0,0,0,3,0,2,0,0,2,2,0.0,0.0,0.0211,1.0,0.0,0,0,1,0,0,0,0,0.0,0.0636,0.0424,0.0424,0.0212,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,0.0,0.0,0.0,-1,-1,2345,-1,2328,-1,-1,-1,142,47172,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.crowntech.letsfire,benign,2026-03-18 09:50:48,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181,0,0,0,0,15,0,21,0,0,2,21,0.0,0.0,0.0655,21.0,0.0,0,0,1,0,0,0,0,0.0,0.3222,0.4511,0.4511,0.4511,0.0,0.0,0.0,0.0,0.0,3.091,0.0,1.3863,0.0,0.0,0.0,-1,-1,-1,-1,2838,-1,-1,-1,92,46551,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.dbenet.AnagramaFrench,benign,2026-03-18 09:51:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,2,46970,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
dk.underware.idaft,benign,2026-03-18 09:51:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,4,47014,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.zappar.Zappar,benign,2026-03-18 09:52:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.1667,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,3,46956,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.aol.mobile.playMusic,benign,2026-03-18 09:52:25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0301,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,925,-1,-1,-1,-1,-1,131,46988,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
mobi.zstudio.avi,benign,2026-03-18 09:52:37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.2222,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,18597,-1,-1,-1,-1,-1,5,46972,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
zahnsoftware.com.standingovation,benign,2026-03-18 09:52:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,0,0,0,0.0,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,37,46333,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.yodesoft.android.game.yopuzzleGames,benign,2026-03-18 09:53:28,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,345,0,0,0,0,2,3,1,0,0,2,1,0.0,0.0,0.0055,1.0,0.0,0,0,1,0,0,0,0,0.0,0.0431,0.0215,0.0215,0.0215,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,1.3863,0.0,0.0,0.0,-1,-1,-1,-1,2506,-1,-1,-1,117,46434,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
